IDKEC;GMM_bin;Jenks_bin;GRID_SAT;GRID_SAT_JPG;yj_mean_w;mean_weight
7503020;3;3;CNN_DIMG_IND_2015_LS_256_3840_002037_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002037_REV.jpg;1.2985946763147656;0.31166798727852957
7503020;0;1;CNN_DIMG_IND_2015_LS_256_3840_002038_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002038_REV.jpg;-0.4117796229152438;0.0
7503021;0;1;CNN_DIMG_IND_2015_LS_256_3840_002039_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002039_REV.jpg;-0.4117796229152438;0.0
7503021;0;1;CNN_DIMG_IND_2015_LS_256_3840_002040_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002040_REV.jpg;-0.4117796229152438;0.0
7503040;0;1;CNN_DIMG_IND_2015_LS_256_3840_002041_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002041_REV.jpg;-0.4117796229152438;0.0
7503040;0;1;CNN_DIMG_IND_2015_LS_256_3840_002042_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002042_REV.jpg;-0.4117796229152438;0.0
7503040;3;3;CNN_DIMG_IND_2015_LS_256_3840_002043_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002043_REV.jpg;1.3578270780686483;0.22951009273529052
7503031;1;5;CNN_DIMG_IND_2015_LS_256_3840_002044_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002044_REV.jpg;2.8268736091844464;0.5349248584948088
7503031;0;1;CNN_DIMG_IND_2015_LS_256_3840_002045_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002045_REV.jpg;-0.4117796229152438;0.0
7503031;0;1;CNN_DIMG_IND_2015_LS_256_3840_002046_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002046_REV.jpg;-0.4117796229152438;0.0
7503031;0;1;CNN_DIMG_IND_2015_LS_256_3840_002047_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002047_REV.jpg;-0.4117796229152438;0.0
7503032;0;1;CNN_DIMG_IND_2015_LS_256_3840_002048_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002048_REV.jpg;-0.4117796229152438;0.0
7503032;0;1;CNN_DIMG_IND_2015_LS_256_3840_002049_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002049_REV.jpg;-0.4117796229152438;0.0
7503032;0;1;CNN_DIMG_IND_2015_LS_256_3840_002050_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002050_REV.jpg;-0.4117796229152438;0.0
7503051;0;1;CNN_DIMG_IND_2015_LS_256_3840_002051_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002051_REV.jpg;-0.4117796229152438;0.0
7503051;0;1;CNN_DIMG_IND_2015_LS_256_3840_002052_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002052_REV.jpg;-0.4117796229152438;0.0
7501031;0;1;CNN_DIMG_IND_2015_LS_256_3840_002053_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002053_REV.jpg;-0.4117796229152438;0.0
7501031;0;1;CNN_DIMG_IND_2015_LS_256_3840_002054_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002054_REV.jpg;-0.4117796229152438;0.0
7501042;0;1;CNN_DIMG_IND_2015_LS_256_3840_002055_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002055_REV.jpg;-0.4117796229152438;0.0
7501042;0;1;CNN_DIMG_IND_2015_LS_256_3840_002056_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002056_REV.jpg;-0.4117796229152438;0.0
7501040;0;1;CNN_DIMG_IND_2015_LS_256_3840_002057_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002057_REV.jpg;-0.4117796229152438;0.0
7501040;0;1;CNN_DIMG_IND_2015_LS_256_3840_002058_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002058_REV.jpg;-0.4117796229152438;0.0
7501040;2;2;CNN_DIMG_IND_2015_LS_256_3840_002059_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002059_REV.jpg;0.4410544834904827;0.2006394863128662
7501041;0;1;CNN_DIMG_IND_2015_LS_256_3840_002060_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002060_REV.jpg;-0.4117796229152438;0.0
7501041;2;1;CNN_DIMG_IND_2015_LS_256_3840_002061_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002061_REV.jpg;-0.11160280009905954;0.14200469851493835
7501041;0;1;CNN_DIMG_IND_2015_LS_256_3840_002062_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002062_REV.jpg;-0.4117796229152438;0.0
7501041;0;1;CNN_DIMG_IND_2015_LS_256_3840_002063_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002063_REV.jpg;-0.4117796229152438;0.0
7501052;0;1;CNN_DIMG_IND_2015_LS_256_3840_002064_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002064_REV.jpg;-0.4117796229152438;0.0
7501052;0;1;CNN_DIMG_IND_2015_LS_256_3840_002065_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002065_REV.jpg;-0.4117796229152438;0.0
7501052;0;1;CNN_DIMG_IND_2015_LS_256_3840_002066_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002066_REV.jpg;-0.4117796229152438;0.0
7501050;0;1;CNN_DIMG_IND_2015_LS_256_3840_002067_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002067_REV.jpg;-0.4117796229152438;0.0
7502044;0;1;CNN_DIMG_IND_2015_LS_256_3840_002068_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002068_REV.jpg;-0.4117796229152438;0.0
7502044;0;1;CNN_DIMG_IND_2015_LS_256_3840_002069_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002069_REV.jpg;-0.4117796229152438;0.0
7502021;0;1;CNN_DIMG_IND_2015_LS_256_3840_002070_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002070_REV.jpg;-0.4117796229152438;0.0
7502021;0;1;CNN_DIMG_IND_2015_LS_256_3840_002071_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002071_REV.jpg;-0.4117796229152438;0.0
7502021;0;1;CNN_DIMG_IND_2015_LS_256_3840_002072_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002072_REV.jpg;-0.4117796229152438;0.0
7502021;2;2;CNN_DIMG_IND_2015_LS_256_3840_002073_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002073_REV.jpg;0.13522306127466652;0.18002661069234213
7502023;1;5;CNN_DIMG_IND_2015_LS_256_3840_002074_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002074_REV.jpg;2.574780617406475;0.3412911891937256
7502022;3;4;CNN_DIMG_IND_2015_LS_256_3840_002075_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002075_REV.jpg;1.8637741411219695;0.3171419230374423
7502022;4;5;CNN_DIMG_IND_2015_LS_256_3840_002076_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002076_REV.jpg;2.9822696183531687;0.760406494140625
7502888;4;5;CNN_DIMG_IND_2015_LS_256_3840_002077_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002077_REV.jpg;2.9817315881223276;0.8715153800116645
7502888;4;5;CNN_DIMG_IND_2015_LS_256_3840_002078_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002078_REV.jpg;2.9820610233526477;0.9132645065720016
7571011;4;5;CNN_DIMG_IND_2015_LS_256_3840_002079_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002079_REV.jpg;2.982540288139577;6.385432773166233
7571030;4;5;CNN_DIMG_IND_2015_LS_256_3840_002080_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002080_REV.jpg;2.9825402881395755;4.511552810668945
7504022;4;5;CNN_DIMG_IND_2015_LS_256_3840_002081_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002081_REV.jpg;2.9825402674831447;1.4710410833358765
7504022;4;5;CNN_DIMG_IND_2015_LS_256_3840_002082_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002082_REV.jpg;2.9825321297953398;1.2092758627498852
7504030;0;1;CNN_DIMG_IND_2015_LS_256_3840_002083_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002083_REV.jpg;-0.4117796229152438;0.0
7504030;0;1;CNN_DIMG_IND_2015_LS_256_3840_002084_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002084_REV.jpg;-0.4117796229152438;0.0
7504032;0;1;CNN_DIMG_IND_2015_LS_256_3840_002085_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002085_REV.jpg;-0.4117796229152438;0.0
7504032;0;1;CNN_DIMG_IND_2015_LS_256_3840_002086_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002086_REV.jpg;-0.4117796229152438;0.0
7504032;0;1;CNN_DIMG_IND_2015_LS_256_3840_002087_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002087_REV.jpg;-0.4117796229152438;0.0
7504032;0;1;CNN_DIMG_IND_2015_LS_256_3840_002088_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002088_REV.jpg;-0.4117796229152438;0.0
7504034;0;1;CNN_DIMG_IND_2015_LS_256_3840_002089_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002089_REV.jpg;-0.4117796229152438;0.0
7504034;0;1;CNN_DIMG_IND_2015_LS_256_3840_002090_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002090_REV.jpg;-0.4117796229152438;0.0
7504034;0;1;CNN_DIMG_IND_2015_LS_256_3840_002091_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002091_REV.jpg;-0.4117796229152438;0.0
7504034;0;1;CNN_DIMG_IND_2015_LS_256_3840_002092_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002092_REV.jpg;-0.4117796229152438;0.0
7504034;0;1;CNN_DIMG_IND_2015_LS_256_3840_002093_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002093_REV.jpg;-0.4117796229152438;0.0
7110010;0;1;CNN_DIMG_IND_2015_LS_256_3840_002094_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002094_REV.jpg;-0.4117796229152438;0.0
7110010;0;1;CNN_DIMG_IND_2015_LS_256_3840_002095_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002095_REV.jpg;-0.4117796229152438;0.0
7107020;0;1;CNN_DIMG_IND_2015_LS_256_3840_002096_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002096_REV.jpg;-0.4117796229152438;0.0
7101120;0;1;CNN_DIMG_IND_2015_LS_256_3840_002097_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002097_REV.jpg;-0.4117796229152438;0.0
7101120;0;1;CNN_DIMG_IND_2015_LS_256_3840_002098_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002098_REV.jpg;-0.4117796229152438;0.0
7101120;0;1;CNN_DIMG_IND_2015_LS_256_3840_002099_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002099_REV.jpg;-0.4117796229152438;0.0
7101120;0;1;CNN_DIMG_IND_2015_LS_256_3840_002100_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002100_REV.jpg;-0.4117796229152438;0.0
7101021;0;1;CNN_DIMG_IND_2015_LS_256_3840_002101_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002101_REV.jpg;-0.4117796229152438;0.0
7101021;0;1;CNN_DIMG_IND_2015_LS_256_3840_002102_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002102_REV.jpg;-0.4117796229152438;0.0
7101021;0;1;CNN_DIMG_IND_2015_LS_256_3840_002103_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002103_REV.jpg;-0.4117796229152438;0.0
7101021;0;1;CNN_DIMG_IND_2015_LS_256_3840_002104_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002104_REV.jpg;-0.4117796229152438;0.0
7101022;3;4;CNN_DIMG_IND_2015_LS_256_3840_002105_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002105_REV.jpg;1.759131291629161;0.2909640615636652
7101022;4;5;CNN_DIMG_IND_2015_LS_256_3840_002106_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002106_REV.jpg;2.9806974583603805;0.5990862846374512
7101025;1;5;CNN_DIMG_IND_2015_LS_256_3840_002107_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002107_REV.jpg;2.965544187332065;0.4855068106400339
7101023;1;5;CNN_DIMG_IND_2015_LS_256_3840_002108_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002108_REV.jpg;2.959214096804606;0.43026013374328614
7101023;1;5;CNN_DIMG_IND_2015_LS_256_3840_002109_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002109_REV.jpg;2.938934465440356;0.42740758260091144
7101023;3;3;CNN_DIMG_IND_2015_LS_256_3840_002110_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002110_REV.jpg;0.981801761146755;0.23405308382851736
7101023;0;1;CNN_DIMG_IND_2015_LS_256_3840_002111_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002111_REV.jpg;-0.4117796229152438;0.0
7101060;0;1;CNN_DIMG_IND_2015_LS_256_3840_002112_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002112_REV.jpg;-0.4117796229152438;0.0
7101060;0;1;CNN_DIMG_IND_2015_LS_256_3840_002113_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002113_REV.jpg;-0.4117796229152438;0.0
7101060;3;4;CNN_DIMG_IND_2015_LS_256_3840_002114_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002114_REV.jpg;1.8370278061812766;0.3791506555345323
7101060;1;5;CNN_DIMG_IND_2015_LS_256_3840_002115_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002115_REV.jpg;2.9136960355474666;0.40982139110565186
7110050;4;5;CNN_DIMG_IND_2015_LS_256_3840_002116_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002116_REV.jpg;2.9825402881395706;4.11058925574934
7110050;2;1;CNN_DIMG_IND_2015_LS_256_3840_002117_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002117_REV.jpg;-0.045381465865942855;0.35055050253868103
7110050;0;1;CNN_DIMG_IND_2015_LS_256_3840_002118_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002118_REV.jpg;-0.4117796229152438;0.0
7111040;0;1;CNN_DIMG_IND_2015_LS_256_3840_002119_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002119_REV.jpg;-0.4117796229152438;0.0
7111010;0;1;CNN_DIMG_IND_2015_LS_256_3840_002120_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002120_REV.jpg;-0.4117796229152438;0.0
7111010;0;1;CNN_DIMG_IND_2015_LS_256_3840_002121_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002121_REV.jpg;-0.4117796229152438;0.0
7111010;0;1;CNN_DIMG_IND_2015_LS_256_3840_002122_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002122_REV.jpg;-0.4117796229152438;0.0
7205160;0;1;CNN_DIMG_IND_2015_LS_256_3840_002123_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002123_REV.jpg;-0.4117796229152438;0.0
7205160;0;1;CNN_DIMG_IND_2015_LS_256_3840_002124_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002124_REV.jpg;-0.4117796229152438;0.0
7205160;0;1;CNN_DIMG_IND_2015_LS_256_3840_002125_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002125_REV.jpg;-0.4117796229152438;0.0
7208040;0;1;CNN_DIMG_IND_2015_LS_256_3840_002126_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002126_REV.jpg;-0.4117796229152438;0.0
7208040;0;1;CNN_DIMG_IND_2015_LS_256_3840_002127_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002127_REV.jpg;-0.4117796229152438;0.0
7208052;0;1;CNN_DIMG_IND_2015_LS_256_3840_002128_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002128_REV.jpg;-0.4117796229152438;0.0
7208052;0;1;CNN_DIMG_IND_2015_LS_256_3840_002129_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002129_REV.jpg;-0.4117796229152438;0.0
7208052;0;1;CNN_DIMG_IND_2015_LS_256_3840_002130_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002130_REV.jpg;-0.4117796229152438;0.0
7208052;0;1;CNN_DIMG_IND_2015_LS_256_3840_002131_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002131_REV.jpg;-0.4117796229152438;0.0
7208052;0;1;CNN_DIMG_IND_2015_LS_256_3840_002132_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002132_REV.jpg;-0.4117796229152438;0.0
7208052;0;1;CNN_DIMG_IND_2015_LS_256_3840_002133_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002133_REV.jpg;-0.4117796229152438;0.0
7208052;0;1;CNN_DIMG_IND_2015_LS_256_3840_002134_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002134_REV.jpg;-0.4117796229152438;0.0
7208052;0;1;CNN_DIMG_IND_2015_LS_256_3840_002135_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002135_REV.jpg;-0.4117796229152438;0.0
7208050;0;1;CNN_DIMG_IND_2015_LS_256_3840_002136_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002136_REV.jpg;-0.4117796229152438;0.0
7208050;1;4;CNN_DIMG_IND_2015_LS_256_3840_002137_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002137_REV.jpg;2.442599991189591;0.3675746023654938
7208050;3;4;CNN_DIMG_IND_2015_LS_256_3840_002138_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002138_REV.jpg;2.0326067777302184;0.4018592357635498
7208050;1;5;CNN_DIMG_IND_2015_LS_256_3840_002139_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002139_REV.jpg;2.8619705998149483;0.4153213183085124
7208051;1;4;CNN_DIMG_IND_2015_LS_256_3840_002140_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002140_REV.jpg;2.5348770436542862;0.38295959023868337
7208051;3;3;CNN_DIMG_IND_2015_LS_256_3840_002141_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002141_REV.jpg;1.5826698792478346;0.3461255431175232
7208051;4;5;CNN_DIMG_IND_2015_LS_256_3840_002142_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002142_REV.jpg;2.9824249161785605;0.9153548431396484
7208051;3;3;CNN_DIMG_IND_2015_LS_256_3840_002143_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002143_REV.jpg;1.056585738628979;0.29300912221272785
7208064;0;1;CNN_DIMG_IND_2015_LS_256_3840_002144_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002144_REV.jpg;-0.4117796229152438;0.0
7208064;0;1;CNN_DIMG_IND_2015_LS_256_3840_002145_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002145_REV.jpg;-0.4117796229152438;0.0
7208064;0;1;CNN_DIMG_IND_2015_LS_256_3840_002146_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002146_REV.jpg;-0.4117796229152438;0.0
7208063;0;1;CNN_DIMG_IND_2015_LS_256_3840_002147_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002147_REV.jpg;-0.4117796229152438;0.0
7208061;3;3;CNN_DIMG_IND_2015_LS_256_3840_002148_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002148_REV.jpg;1.298388900844646;0.36354819933573407
7208061;1;4;CNN_DIMG_IND_2015_LS_256_3840_002149_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002149_REV.jpg;2.526087694668325;0.3625190258026123
7208061;3;3;CNN_DIMG_IND_2015_LS_256_3840_002150_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002150_REV.jpg;1.0985977222926804;0.26106362683432444
7208061;0;1;CNN_DIMG_IND_2015_LS_256_3840_002151_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002151_REV.jpg;-0.4117796229152438;0.0
7208062;0;1;CNN_DIMG_IND_2015_LS_256_3840_002152_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002152_REV.jpg;-0.4117796229152438;0.0
7208060;0;1;CNN_DIMG_IND_2015_LS_256_3840_002153_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002153_REV.jpg;-0.4117796229152438;0.0
7208060;0;1;CNN_DIMG_IND_2015_LS_256_3840_002154_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002154_REV.jpg;-0.4117796229152438;0.0
7208060;0;1;CNN_DIMG_IND_2015_LS_256_3840_002155_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002155_REV.jpg;-0.4117796229152438;0.0
7208060;0;1;CNN_DIMG_IND_2015_LS_256_3840_002156_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002156_REV.jpg;-0.4117796229152438;0.0
7208060;0;1;CNN_DIMG_IND_2015_LS_256_3840_002157_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002157_REV.jpg;-0.4117796229152438;0.0
7208060;0;1;CNN_DIMG_IND_2015_LS_256_3840_002158_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002158_REV.jpg;-0.4117796229152438;0.0
7208060;0;1;CNN_DIMG_IND_2015_LS_256_3840_002159_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002159_REV.jpg;-0.4117796229152438;0.0
7208060;0;1;CNN_DIMG_IND_2015_LS_256_3840_002160_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002160_REV.jpg;-0.4117796229152438;0.0
7503011;0;1;CNN_DIMG_IND_2015_LS_256_3840_002161_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002161_REV.jpg;-0.4117796229152438;0.0
7503011;0;1;CNN_DIMG_IND_2015_LS_256_3840_002162_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002162_REV.jpg;-0.4117796229152438;0.0
7503010;0;1;CNN_DIMG_IND_2015_LS_256_3840_002163_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002163_REV.jpg;-0.4117796229152438;0.0
7503012;1;5;CNN_DIMG_IND_2015_LS_256_3840_002164_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002164_REV.jpg;2.8112054060543166;0.36386023627387154
7503012;0;1;CNN_DIMG_IND_2015_LS_256_3840_002165_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002165_REV.jpg;-0.4117796229152438;0.0
7503020;0;1;CNN_DIMG_IND_2015_LS_256_3840_002166_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002166_REV.jpg;-0.4117796229152438;0.0
7503021;0;1;CNN_DIMG_IND_2015_LS_256_3840_002167_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002167_REV.jpg;-0.4117796229152438;0.0
7503021;0;1;CNN_DIMG_IND_2015_LS_256_3840_002168_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002168_REV.jpg;-0.4117796229152438;0.0
7503040;3;4;CNN_DIMG_IND_2015_LS_256_3840_002169_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002169_REV.jpg;2.0731176240412865;0.3120374361673991
7503040;1;5;CNN_DIMG_IND_2015_LS_256_3840_002170_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002170_REV.jpg;2.876603327750471;0.37229617949455013
7503040;1;5;CNN_DIMG_IND_2015_LS_256_3840_002171_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002171_REV.jpg;2.9316693536427496;0.5476197462815505
7503031;3;3;CNN_DIMG_IND_2015_LS_256_3840_002172_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002172_REV.jpg;0.9647662286477949;0.2014704793691635
7503031;0;1;CNN_DIMG_IND_2015_LS_256_3840_002173_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002173_REV.jpg;-0.4117796229152438;0.0
7503031;2;1;CNN_DIMG_IND_2015_LS_256_3840_002174_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002174_REV.jpg;-0.1980859119054698;0.19932113587856293
7503032;2;2;CNN_DIMG_IND_2015_LS_256_3840_002175_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002175_REV.jpg;0.037331412378758706;0.21791888773441315
7503032;3;3;CNN_DIMG_IND_2015_LS_256_3840_002176_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002176_REV.jpg;1.2506001650837613;0.2615993817647298
7503051;0;1;CNN_DIMG_IND_2015_LS_256_3840_002177_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002177_REV.jpg;-0.4117796229152438;0.0
7503051;2;1;CNN_DIMG_IND_2015_LS_256_3840_002178_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002178_REV.jpg;-0.025416879027192307;0.18545548617839813
7503051;3;4;CNN_DIMG_IND_2015_LS_256_3840_002179_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002179_REV.jpg;2.2418138484041057;0.36244246164957683
7501031;0;1;CNN_DIMG_IND_2015_LS_256_3840_002180_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002180_REV.jpg;-0.4117796229152438;0.0
7501031;0;1;CNN_DIMG_IND_2015_LS_256_3840_002181_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002181_REV.jpg;-0.4117796229152438;0.0
7501042;0;1;CNN_DIMG_IND_2015_LS_256_3840_002182_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002182_REV.jpg;-0.4117796229152438;0.0
7501042;0;1;CNN_DIMG_IND_2015_LS_256_3840_002183_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002183_REV.jpg;-0.4117796229152438;0.0
7501042;0;1;CNN_DIMG_IND_2015_LS_256_3840_002184_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002184_REV.jpg;-0.4117796229152438;0.0
7501040;3;4;CNN_DIMG_IND_2015_LS_256_3840_002185_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002185_REV.jpg;2.2259709123819658;0.4329946691339666
7501040;4;5;CNN_DIMG_IND_2015_LS_256_3840_002186_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002186_REV.jpg;2.982539824949292;1.1959971259622013
7501040;0;1;CNN_DIMG_IND_2015_LS_256_3840_002187_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002187_REV.jpg;-0.4117796229152438;0.0
7501041;0;1;CNN_DIMG_IND_2015_LS_256_3840_002188_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002188_REV.jpg;-0.4117796229152438;0.0
7501041;1;5;CNN_DIMG_IND_2015_LS_256_3840_002189_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002189_REV.jpg;2.720592581315358;0.469160270690918
7501041;0;1;CNN_DIMG_IND_2015_LS_256_3840_002190_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002190_REV.jpg;-0.4117796229152438;0.0
7501052;0;1;CNN_DIMG_IND_2015_LS_256_3840_002191_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002191_REV.jpg;-0.4117796229152438;0.0
7501052;3;2;CNN_DIMG_IND_2015_LS_256_3840_002192_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002192_REV.jpg;0.7997998582299028;0.22760911782582602
7501052;0;1;CNN_DIMG_IND_2015_LS_256_3840_002193_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002193_REV.jpg;-0.4117796229152438;0.0
7501050;0;1;CNN_DIMG_IND_2015_LS_256_3840_002194_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_002194_REV.jpg;-0.4117796229152438;0.0
